Latitude (decimal degrees):	6.943
Longitude (decimal degrees):	-75.922
Elevation (m):	2179
Radiation database:	PVGIS-ERA5


Slope: 37 deg. (optimum)
Azimuth: - deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220530:0230,0.0,0.0,0.0,0.0,17.56,0.21,0.0
20220530:0330,0.0,0.0,0.0,0.0,17.06,0.28,0.0
20220530:0430,0.0,0.0,0.0,0.0,16.72,0.21,0.0
20220530:0530,0.0,0.0,0.0,0.0,16.52,0.28,0.0
20220530:0630,0.0,0.0,0.0,0.0,16.45,0.28,0.0
20220530:0730,0.0,0.0,0.0,0.0,16.12,0.14,0.0
20220530:0830,0.0,0.0,0.0,0.0,16.13,0.28,0.0
20220530:0930,0.0,0.0,0.0,0.0,16.07,0.34,0.0
20220530:1030,0.0,0.0,0.0,-4.59,15.92,0.41,0.0
20220530:1130,0.0,42.23,1.03,9.24,15.61,0.41,0.0
20220530:1230,0.0,99.89,2.44,23.17,16.18,0.69,0.0
20220530:1330,379.04,210.48,8.61,37.04,17.83,0.55,0.0
20220530:1430,530.76,239.17,12.83,50.66,19.83,0.41,0.0
20220530:1530,616.45,216.89,15.73,63.48,21.49,0.28,0.0
20220530:1630,431.09,298.5,15.32,73.38,22.89,0.62,0.0
20220530:1730,314.95,306.25,13.19,73.62,23.41,0.83,0.0
20220530:1830,220.06,308.43,10.73,63.93,21.82,0.97,0.0
20220530:1930,93.87,243.94,6.84,51.17,20.68,0.69,0.0
20220530:2030,141.42,196.44,5.89,37.56,20.27,1.03,0.0
20220530:2130,4.03,72.29,1.68,23.69,20.28,0.41,0.0
20220530:2230,0.0,16.82,0.41,9.77,19.87,0.48,0.0
20220530:2330,0.0,0.0,0.0,-4.07,18.93,0.34,0.0
20220531:0030,0.0,0.0,0.0,0.0,18.07,0.28,0.0
20220531:0130,0.0,0.0,0.0,0.0,17.75,0.28,0.0
20220531:0230,0.0,0.0,0.0,0.0,17.54,0.34,0.0
20220531:0330,0.0,0.0,0.0,0.0,17.39,0.34,0.0
20220531:0430,0.0,0.0,0.0,0.0,17.08,0.28,0.0
20220531:0530,0.0,0.0,0.0,0.0,16.94,0.34,0.0
20220531:0630,0.0,0.0,0.0,0.0,16.63,0.34,0.0
20220531:0730,0.0,0.0,0.0,0.0,16.61,0.21,0.0
20220531:0830,0.0,0.0,0.0,0.0,16.69,0.14,0.0
20220531:0930,0.0,0.0,0.0,0.0,16.64,0.28,0.0
20220531:1030,0.0,0.0,0.0,-4.6,16.53,0.28,0.0
20220531:1130,0.0,38.37,0.94,9.22,16.53,0.0,0.0
20220531:1230,0.0,105.8,2.58,23.13,17.12,0.62,0.0
20220531:1330,68.73,207.03,5.37,36.99,17.92,0.62,0.0
20220531:1430,108.52,283.17,7.87,50.59,18.43,0.48,0.0
20220531:1530,153.0,293.82,9.26,63.38,19.09,0.28,0.0
20220531:1630,302.2,299.23,12.75,73.23,19.89,0.41,0.0
20220531:1730,171.36,341.35,11.12,73.5,21.15,0.62,0.0
20220531:1830,194.78,318.13,10.51,63.88,21.67,0.9,0.0
20220531:1930,292.44,266.06,10.03,51.16,21.84,0.83,0.0
20220531:2030,71.09,186.71,4.97,37.57,21.84,0.9,0.0
20220531:2130,40.68,107.68,2.71,23.72,19.38,0.55,0.0
20220531:2230,0.0,36.57,0.89,9.81,18.25,0.34,0.0
20220531:2330,0.0,0.0,0.0,-4.02,18.54,0.34,0.0
20220601:0030,0.0,0.0,0.0,0.0,17.63,0.34,0.0
20220601:0130,0.0,0.0,0.0,0.0,17.46,0.41,0.0
20220601:0230,0.0,0.0,0.0,0.0,17.06,0.41,0.0
20220601:0330,0.0,0.0,0.0,0.0,16.6,0.41,0.0
20220601:0430,0.0,0.0,0.0,0.0,16.09,0.41,0.0
20220601:0530,0.0,0.0,0.0,0.0,15.78,0.28,0.0
20220601:0630,0.0,0.0,0.0,0.0,15.65,0.21,0.0
20220601:0730,0.0,0.0,0.0,0.0,15.15,0.34,0.0
20220601:0830,0.0,0.0,0.0,0.0,15.27,0.34,0.0
20220601:0930,0.0,0.0,0.0,0.0,15.33,0.41,0.0
20220601:1030,0.0,0.0,0.0,-4.61,15.03,0.34,0.0
20220601:1130,0.0,36.4,0.89,9.2,14.84,0.28,0.0
20220601:1230,0.0,93.1,2.27,23.09,16.05,0.21,0.0
20220601:1330,701.38,143.73,11.16,36.94,18.2,0.28,0.0
20220601:1430,559.32,171.93,11.99,50.52,20.09,0.55,0.0
20220601:1530,492.23,200.3,13.16,63.28,20.75,0.76,0.0
20220601:1630,589.43,221.75,16.89,73.1,20.88,0.9,0.0
20220601:1730,377.58,182.66,11.8,73.39,21.72,0.97,0.0
20220601:1830,368.57,303.62,13.16,63.84,21.51,1.24,0.0
20220601:1930,249.61,261.95,9.35,51.15,21.48,1.1,0.0
20220601:2030,236.57,170.36,6.38,37.59,21.04,0.62,0.0
20220601:2130,103.35,115.57,3.28,23.75,19.56,0.76,0.0
20220601:2230,0.0,30.32,0.74,9.85,19.22,0.9,0.0
20220601:2330,0.0,0.0,0.0,-3.96,18.19,0.41,0.0
20220602:0030,0.0,0.0,0.0,0.0,17.45,0.41,0.0
20220602:0130,0.0,0.0,0.0,0.0,17.22,0.34,0.0
20220602:0230,0.0,0.0,0.0,0.0,16.7,0.21,0.0
20220602:0330,0.0,0.0,0.0,0.0,17.04,0.14,0.0
20220602:0430,0.0,0.0,0.0,0.0,17.02,0.14,0.0
20220602:0530,0.0,0.0,0.0,0.0,16.77,0.21,0.0
20220602:0630,0.0,0.0,0.0,0.0,16.54,0.14,0.0
20220602:0730,0.0,0.0,0.0,0.0,16.27,0.41,0.0
20220602:0830,0.0,0.0,0.0,0.0,16.28,0.41,0.0
20220602:0930,0.0,0.0,0.0,0.0,16.26,0.28,0.0
20220602:1030,0.0,0.0,0.0,-4.62,16.24,0.41,0.0
20220602:1130,0.0,20.09,0.49,9.17,16.11,0.41,0.0
20220602:1230,0.0,65.29,1.59,23.05,16.52,0.41,0.0
20220602:1330,177.72,123.25,4.75,36.88,17.55,0.41,0.0
20220602:1430,96.16,150.43,4.81,50.45,18.43,0.34,0.0
20220602:1530,210.76,263.34,9.56,63.18,19.03,0.48,0.0
20220602:1630,222.44,327.55,11.78,72.96,20.49,0.76,0.0
20220602:1730,233.22,346.92,12.43,73.29,20.73,1.1,0.0
20220602:1830,191.54,346.34,11.06,63.8,21.35,0.9,0.0
20220602:1930,273.89,264.97,9.75,51.14,20.53,0.9,0.0
20220602:2030,88.38,183.85,5.09,37.6,20.45,0.83,0.0
20220602:2130,62.32,122.25,3.16,23.78,19.79,0.76,0.0
20220602:2230,0.0,32.88,0.8,9.9,18.87,0.69,0.0
20220602:2330,0.0,0.0,0.0,-3.9,18.25,0.41,0.0
20220603:0030,0.0,0.0,0.0,0.0,17.67,0.41,0.0
20220603:0130,0.0,0.0,0.0,0.0,16.89,0.34,0.0
20220603:0230,0.0,0.0,0.0,0.0,16.52,0.48,0.0
20220603:0330,0.0,0.0,0.0,0.0,16.37,0.41,0.0
20220603:0430,0.0,0.0,0.0,0.0,16.25,0.28,0.0
20220603:0530,0.0,0.0,0.0,0.0,16.2,0.14,0.0
20220603:0630,0.0,0.0,0.0,0.0,16.13,0.28,0.0
20220603:0730,0.0,0.0,0.0,0.0,16.13,0.28,0.0
20220603:0830,0.0,0.0,0.0,0.0,15.83,0.28,0.0
20220603:0930,0.0,0.0,0.0,0.0,15.79,0.28,0.0
20220603:1030,0.0,0.0,0.0,-4.64,15.83,0.21,0.0
20220603:1130,0.0,35.73,0.87,9.14,15.68,0.28,0.0
20220603:1230,0.0,86.26,2.11,23.01,16.14,0.41,0.0
20220603:1330,79.36,185.2,5.0,36.83,17.22,0.34,0.0
20220603:1430,314.97,287.76,10.7,50.38,18.31,0.34,0.0
20220603:1530,319.55,299.95,12.17,63.08,20.03,0.55,0.0
20220603:1630,281.13,289.91,12.1,72.83,21.08,0.55,0.0
20220603:1730,170.63,389.01,12.14,73.19,21.69,0.69,0.0
20220603:1830,81.07,266.2,7.45,63.76,21.43,1.03,0.0
20220603:1930,114.26,216.37,6.52,51.14,20.91,0.55,0.0
20220603:2030,218.95,224.83,7.26,37.62,20.54,0.41,0.0
20220603:2130,126.8,130.85,3.74,23.81,20.84,0.48,0.0
20220603:2230,0.0,33.97,0.83,9.94,19.47,0.28,0.0
20220603:2330,0.0,0.0,0.0,-3.85,18.85,0.41,0.0
20220604:0030,0.0,0.0,0.0,0.0,18.41,0.34,0.0
20220604:0130,0.0,0.0,0.0,0.0,18.4,0.34,0.0
20220604:0230,0.0,0.0,0.0,0.0,17.94,0.41,0.0
20220604:0330,0.0,0.0,0.0,0.0,17.66,0.34,0.0
20220604:0430,0.0,0.0,0.0,0.0,17.11,0.48,0.0
20220604:0530,0.0,0.0,0.0,0.0,16.56,0.48,0.0
20220604:0630,0.0,0.0,0.0,0.0,15.87,0.62,0.0
20220604:0730,0.0,0.0,0.0,0.0,16.29,0.34,0.0
20220604:0830,0.0,0.0,0.0,0.0,16.19,0.41,0.0
20220604:0930,0.0,0.0,0.0,0.0,15.85,0.34,0.0
20220604:1030,0.0,0.0,0.0,-4.65,15.67,0.48,0.0
20220604:1130,0.0,34.43,0.84,9.11,15.26,0.41,0.0
20220604:1230,0.0,108.44,2.65,22.97,15.94,0.34,0.0
20220604:1330,180.89,225.32,6.83,36.78,17.11,0.28,0.0
20220604:1430,285.03,285.86,10.25,50.3,18.36,0.0,0.0
20220604:1530,368.5,342.27,13.86,62.99,19.7,0.55,0.0
20220604:1630,354.99,326.56,14.32,72.71,20.8,0.69,0.0
20220604:1730,304.02,328.69,13.41,73.1,21.57,0.69,0.0
20220604:1830,185.57,302.1,10.0,63.73,21.88,0.55,0.0
20220604:1930,340.92,198.65,9.37,51.14,21.22,0.48,0.0
20220604:2030,58.83,172.59,4.54,37.64,21.48,0.28,0.0
20220604:2130,44.54,87.72,2.31,23.84,20.9,0.21,0.0
20220604:2230,0.0,26.17,0.64,9.98,18.98,0.55,0.0
20220604:2330,0.0,0.0,0.0,-3.79,17.69,0.34,0.0
20220605:0030,0.0,0.0,0.0,0.0,17.18,0.21,0.0
20220605:0130,0.0,0.0,0.0,0.0,16.82,0.34,0.0
20220605:0230,0.0,0.0,0.0,0.0,16.74,0.21,0.0
20220605:0330,0.0,0.0,0.0,0.0,16.35,0.28,0.0
20220605:0430,0.0,0.0,0.0,0.0,15.95,0.28,0.0
20220605:0530,0.0,0.0,0.0,0.0,15.64,0.34,0.0
20220605:0630,0.0,0.0,0.0,0.0,15.33,0.21,0.0
20220605:0730,0.0,0.0,0.0,0.0,15.76,0.07,0.0
20220605:0830,0.0,0.0,0.0,0.0,15.71,0.14,0.0
20220605:0930,0.0,0.0,0.0,0.0,15.68,0.07,0.0
20220605:1030,0.0,0.0,0.0,-4.67,15.67,0.28,0.0
20220605:1130,0.0,21.76,0.53,9.08,15.48,0.21,0.0
20220605:1230,0.0,88.69,2.17,22.93,16.25,0.21,0.0
20220605:1330,138.54,201.07,5.92,36.72,17.83,0.34,0.0
20220605:1430,194.25,301.26,9.36,50.23,19.25,0.21,0.0
20220605:1530,356.42,296.03,12.69,62.9,20.4,0.28,0.0
20220605:1630,348.98,343.88,14.56,72.59,21.39,0.48,0.0
20220605:1730,337.86,351.06,14.54,73.01,21.78,0.9,0.0
20220605:1830,357.75,315.35,13.2,63.7,22.06,0.83,0.0
20220605:1930,163.74,248.45,7.89,51.14,21.68,0.83,0.0
20220605:2030,67.19,137.83,3.87,37.66,20.42,0.83,0.0
20220605:2130,53.37,103.83,2.71,23.88,19.4,0.48,0.0
20220605:2230,0.0,28.26,0.69,10.03,19.1,0.14,0.0
20220605:2330,0.0,0.0,0.0,-3.74,18.55,0.48,0.0
20220606:0030,0.0,0.0,0.0,0.0,17.66,0.28,0.0
20220606:0130,0.0,0.0,0.0,0.0,17.6,0.14,0.0
20220606:0230,0.0,0.0,0.0,0.0,17.28,0.21,0.0
20220606:0330,0.0,0.0,0.0,0.0,16.88,0.34,0.0
20220606:0430,0.0,0.0,0.0,0.0,16.58,0.34,0.0
20220606:0530,0.0,0.0,0.0,0.0,16.13,0.28,0.0
20220606:0630,0.0,0.0,0.0,0.0,16.1,0.34,0.0
20220606:0730,0.0,0.0,0.0,0.0,16.45,0.28,0.0
20220606:0830,0.0,0.0,0.0,0.0,16.11,0.34,0.0
20220606:0930,0.0,0.0,0.0,0.0,15.9,0.34,0.0
20220606:1030,0.0,0.0,0.0,-4.7,15.75,0.41,0.0
20220606:1130,0.0,32.0,0.78,9.05,15.69,0.34,0.0
20220606:1230,0.0,97.71,2.39,22.88,16.28,0.69,0.0
20220606:1330,165.48,182.26,5.8,36.67,17.95,0.55,0.0
20220606:1430,353.29,240.16,10.27,50.16,19.45,0.48,0.0
20220606:1530,701.32,203.27,16.86,62.81,20.92,0.48,0.0
20220606:1630,539.96,207.61,15.49,72.48,21.9,0.48,0.0
20220606:1730,457.81,218.78,14.13,72.93,21.93,0.55,0.0
20220606:1830,423.29,250.01,12.99,63.67,21.36,0.97,0.0
20220606:1930,310.26,222.81,9.41,51.15,22.42,0.9,0.0
20220606:2030,135.74,202.22,5.96,37.68,20.58,0.62,0.0
20220606:2130,48.66,85.3,2.29,23.91,20.51,0.69,0.0
20220606:2230,0.0,30.19,0.74,10.08,19.68,0.48,0.0
20220606:2330,0.0,0.0,0.0,-3.68,18.15,0.62,0.0
20220607:0030,0.0,0.0,0.0,0.0,17.5,0.41,0.0
20220607:0130,0.0,0.0,0.0,0.0,17.43,0.21,0.0
20220607:0230,0.0,0.0,0.0,0.0,17.06,0.28,0.0
20220607:0330,0.0,0.0,0.0,0.0,16.76,0.28,0.0
20220607:0430,0.0,0.0,0.0,0.0,16.65,0.28,0.0
20220607:0530,0.0,0.0,0.0,0.0,16.46,0.07,0.0
20220607:0630,0.0,0.0,0.0,0.0,16.11,0.07,0.0
20220607:0730,0.0,0.0,0.0,0.0,16.49,0.14,0.0
20220607:0830,0.0,0.0,0.0,0.0,16.4,0.14,0.0
20220607:0930,0.0,0.0,0.0,0.0,16.17,0.14,0.0
20220607:1030,0.0,0.0,0.0,-4.72,16.01,0.34,0.0
20220607:1130,0.0,32.25,0.79,9.02,16.08,0.34,0.0
20220607:1230,0.0,103.03,2.52,22.84,16.39,0.34,0.0
20220607:1330,114.65,148.06,4.56,36.61,17.38,0.62,0.0
20220607:1430,196.9,239.03,8.09,50.1,18.17,0.34,0.0
20220607:1530,84.31,222.8,6.51,62.72,19.28,0.62,0.0
20220607:1630,114.19,269.37,8.36,72.37,18.62,0.76,0.0
20220607:1730,105.1,338.31,9.74,72.85,19.21,0.76,0.0
20220607:1830,61.67,263.61,7.06,63.65,19.76,0.83,0.0
20220607:1930,56.92,161.3,4.5,51.15,19.43,0.9,0.0
20220607:2030,2.61,138.31,3.19,37.71,18.36,0.76,0.0
20220607:2130,27.11,85.26,2.13,23.95,18.4,0.83,0.0
20220607:2230,0.0,33.09,0.81,10.12,17.9,0.97,0.0
20220607:2330,0.0,0.0,0.0,-3.62,17.64,0.69,0.0
20220608:0030,0.0,0.0,0.0,0.0,17.09,0.34,0.0
20220608:0130,0.0,0.0,0.0,0.0,17.08,0.07,0.0
20220608:0230,0.0,0.0,0.0,0.0,16.85,0.07,0.0
20220608:0330,0.0,0.0,0.0,0.0,16.8,0.41,0.0
20220608:0430,0.0,0.0,0.0,0.0,16.54,0.28,0.0
20220608:0530,0.0,0.0,0.0,0.0,16.45,0.28,0.0
20220608:0630,0.0,0.0,0.0,0.0,16.33,0.28,0.0
20220608:0730,0.0,0.0,0.0,0.0,15.86,0.14,0.0
20220608:0830,0.0,0.0,0.0,0.0,15.83,0.21,0.0
20220608:0930,0.0,0.0,0.0,0.0,15.85,0.28,0.0
20220608:1030,0.0,0.0,0.0,-4.75,15.81,0.41,0.0
20220608:1130,0.0,44.03,1.08,8.98,15.81,0.34,0.0
20220608:1230,0.0,67.93,1.66,22.8,16.58,0.48,0.0
20220608:1330,380.59,167.18,7.8,36.55,18.13,0.21,0.0
20220608:1430,528.3,147.76,11.02,50.03,19.26,0.21,0.0
20220608:1530,290.9,221.1,10.0,62.63,20.07,0.34,0.0
20220608:1630,395.86,289.95,14.3,72.27,20.72,0.34,0.0
20220608:1730,197.2,325.54,11.23,72.79,21.79,0.83,0.0
20220608:1830,193.11,306.9,10.22,63.64,21.59,0.9,0.0
20220608:1930,152.27,247.91,7.72,51.16,21.36,1.1,0.0
20220608:2030,33.15,151.94,3.82,37.73,19.36,0.76,0.0
20220608:2130,108.76,108.64,3.19,23.99,19.47,0.48,0.0
20220608:2230,0.0,42.56,1.04,10.17,19.12,0.55,0.0
20220608:2330,0.0,0.0,0.0,-3.57,18.25,0.48,0.0
20220609:0030,0.0,0.0,0.0,0.0,16.8,0.28,0.0
20220609:0130,0.0,0.0,0.0,0.0,16.98,0.34,0.0
20220609:0230,0.0,0.0,0.0,0.0,16.86,0.28,0.0
20220609:0330,0.0,0.0,0.0,0.0,16.45,0.48,0.0
20220609:0430,0.0,0.0,0.0,0.0,16.26,0.34,0.0
20220609:0530,0.0,0.0,0.0,0.0,15.94,0.21,0.0
20220609:0630,0.0,0.0,0.0,0.0,15.52,0.14,0.0
20220609:0730,0.0,0.0,0.0,0.0,15.79,0.14,0.0
20220609:0830,0.0,0.0,0.0,0.0,15.79,0.34,0.0
20220609:0930,0.0,0.0,0.0,0.0,15.82,0.34,0.0
20220609:1030,0.0,0.0,0.0,-4.77,15.8,0.14,0.0
20220609:1130,0.0,34.93,0.85,8.94,15.79,0.21,0.0
20220609:1230,0.0,77.91,1.9,22.75,16.26,0.55,0.0
20220609:1330,485.21,171.93,9.03,36.5,17.83,0.69,0.0
20220609:1430,645.69,179.49,13.32,49.96,19.35,0.69,0.0
20220609:1530,719.59,141.95,15.98,62.55,20.77,0.62,0.0
20220609:1630,515.33,188.03,14.54,72.17,21.63,0.55,0.0
20220609:1730,620.16,176.01,16.51,72.72,21.44,0.76,0.0
20220609:1830,64.22,249.46,6.79,63.63,21.63,0.76,0.0
20220609:1930,150.7,196.07,6.59,51.18,20.32,0.97,0.0
20220609:2030,42.05,123.04,3.27,37.76,19.98,0.28,0.0
20220609:2130,120.06,128.54,3.66,24.03,18.94,0.48,0.0
20220609:2230,0.0,37.45,0.91,10.22,18.75,0.48,0.0
20220609:2330,0.0,0.0,0.0,-3.51,18.24,0.48,0.0
20220610:0030,0.0,0.0,0.0,0.0,17.72,0.41,0.0
20220610:0130,0.0,0.0,0.0,0.0,17.41,0.0,0.0
20220610:0230,0.0,0.0,0.0,0.0,17.12,0.07,0.0
20220610:0330,0.0,0.0,0.0,0.0,17.0,0.14,0.0
20220610:0430,0.0,0.0,0.0,0.0,16.71,0.21,0.0
20220610:0530,0.0,0.0,0.0,0.0,16.64,0.34,0.0
20220610:0630,0.0,0.0,0.0,0.0,16.4,0.28,0.0
20220610:0730,0.0,0.0,0.0,0.0,16.16,0.48,0.0
20220610:0830,0.0,0.0,0.0,0.0,15.95,0.41,0.0
20220610:0930,0.0,0.0,0.0,0.0,15.65,0.41,0.0
20220610:1030,0.0,0.0,0.0,-4.8,15.34,0.48,0.0
20220610:1130,0.0,26.5,0.65,8.9,14.9,0.55,0.0
20220610:1230,0.0,77.87,1.9,22.7,15.93,0.62,0.0
20220610:1330,486.52,142.68,8.55,36.44,18.07,0.55,0.0
20220610:1430,634.53,144.56,12.52,49.89,19.52,0.48,0.0
20220610:1530,670.05,193.33,16.06,62.47,20.87,0.28,0.0
20220610:1630,634.98,175.28,16.69,72.08,21.89,0.48,0.0
20220610:1730,276.77,274.35,11.67,72.67,22.77,0.69,0.0
20220610:1830,146.31,314.56,9.61,63.62,22.08,1.24,0.0
20220610:1930,221.22,263.27,8.99,51.19,20.3,0.55,0.0
20220610:2030,149.51,184.4,5.74,37.79,21.08,0.62,0.0
20220610:2130,79.55,102.24,2.86,24.07,19.96,0.41,0.0
20220610:2230,0.0,34.26,0.84,10.27,19.12,0.55,0.0
20220610:2330,0.0,0.0,0.0,-3.46,18.42,0.62,0.0
20220611:0030,0.0,0.0,0.0,0.0,17.58,0.28,0.0
20220611:0130,0.0,0.0,0.0,0.0,17.27,0.14,0.0
20220611:0230,0.0,0.0,0.0,0.0,17.12,0.48,0.0
20220611:0330,0.0,0.0,0.0,0.0,16.94,0.07,0.0
20220611:0430,0.0,0.0,0.0,0.0,16.65,0.34,0.0
20220611:0530,0.0,0.0,0.0,0.0,16.16,0.34,0.0
20220611:0630,0.0,0.0,0.0,0.0,15.92,0.21,0.0
20220611:0730,0.0,0.0,0.0,0.0,16.59,0.48,0.0
20220611:0830,0.0,0.0,0.0,0.0,16.43,0.55,0.0
20220611:0930,0.0,0.0,0.0,0.0,16.27,0.55,0.0
20220611:1030,0.0,0.0,0.0,-4.84,15.96,0.62,0.0
20220611:1130,0.0,32.16,0.79,8.86,15.86,0.62,0.0
20220611:1230,0.0,111.0,2.71,22.65,16.19,0.62,0.0
20220611:1330,141.9,228.06,6.49,36.39,17.86,0.48,0.0
20220611:1430,173.45,301.92,9.08,49.83,19.14,0.34,0.0
20220611:1530,172.9,272.74,9.08,62.4,20.1,0.41,0.0
20220611:1630,143.08,363.68,10.99,72.0,20.59,0.34,0.0
20220611:1730,213.84,400.99,13.19,72.62,21.16,0.62,0.0
20220611:1830,64.55,339.12,8.8,63.61,21.72,0.48,0.0
20220611:1930,67.52,250.04,6.62,51.21,20.91,1.03,0.0
20220611:2030,26.8,197.11,4.76,37.83,20.14,0.9,0.0
20220611:2130,38.17,125.49,3.09,24.11,19.98,0.62,0.0
20220611:2230,0.0,39.08,0.95,10.32,19.45,0.62,0.0
20220611:2330,0.0,0.0,0.0,-3.4,18.75,0.62,0.0
20220612:0030,0.0,0.0,0.0,0.0,17.83,0.21,0.0
20220612:0130,0.0,0.0,0.0,0.0,17.65,0.21,0.0
20220612:0230,0.0,0.0,0.0,0.0,17.59,0.28,0.0
20220612:0330,0.0,0.0,0.0,0.0,17.39,0.34,0.0
20220612:0430,0.0,0.0,0.0,0.0,17.2,0.41,0.0
20220612:0530,0.0,0.0,0.0,0.0,16.97,0.34,0.0
20220612:0630,0.0,0.0,0.0,0.0,16.94,0.28,0.0
20220612:0730,0.0,0.0,0.0,0.0,16.76,0.0,0.0
20220612:0830,0.0,0.0,0.0,0.0,16.58,0.28,0.0
20220612:0930,0.0,0.0,0.0,0.0,16.41,0.41,0.0
20220612:1030,0.0,0.0,0.0,-4.87,16.08,0.55,0.0
20220612:1130,0.0,30.36,0.74,8.82,16.15,0.48,0.0
20220612:1230,0.0,94.19,2.3,22.61,16.66,0.69,0.0
20220612:1330,220.19,133.55,5.39,36.33,17.55,0.69,0.0
20220612:1430,342.56,281.02,10.88,49.77,18.83,0.34,0.0
20220612:1530,394.47,282.17,12.99,62.32,20.69,0.34,0.0
20220612:1630,517.93,299.42,16.86,71.92,22.13,0.69,0.0
20220612:1730,198.48,316.49,11.05,72.57,23.17,0.69,0.0
20220612:1830,99.41,228.79,6.93,63.61,20.7,0.9,0.0
20220612:1930,143.53,250.78,7.66,51.24,20.06,0.97,0.0
20220612:2030,28.28,162.29,4.0,37.86,20.23,0.48,0.0
20220612:2130,2.04,90.71,2.09,24.15,19.05,0.55,0.0
20220612:2230,0.0,30.99,0.76,10.37,18.13,0.34,0.0
20220612:2330,0.0,0.0,0.0,-3.34,17.89,0.48,0.0
20220613:0030,0.0,0.0,0.0,0.0,17.32,0.41,0.0
20220613:0130,0.0,0.0,0.0,0.0,16.92,0.55,0.0
20220613:0230,0.0,0.0,0.0,0.0,16.58,0.69,0.0
20220613:0330,0.0,0.0,0.0,0.0,16.41,0.69,0.0
20220613:0430,0.0,0.0,0.0,0.0,16.3,0.55,0.0
20220613:0530,0.0,0.0,0.0,0.0,16.33,0.55,0.0
20220613:0630,0.0,0.0,0.0,0.0,16.06,0.55,0.0
20220613:0730,0.0,0.0,0.0,0.0,16.12,0.62,0.0
20220613:0830,0.0,0.0,0.0,0.0,15.83,0.69,0.0
20220613:0930,0.0,0.0,0.0,0.0,15.96,0.55,0.0
20220613:1030,0.0,0.0,0.0,-4.9,15.74,0.48,0.0
20220613:1130,0.0,29.82,0.73,8.78,15.72,0.41,0.0
20220613:1230,0.0,54.77,1.34,22.56,16.17,0.41,0.0
20220613:1330,282.76,163.97,6.64,36.28,17.74,0.76,0.0
20220613:1430,797.72,117.54,14.47,49.7,19.17,0.9,0.0
20220613:1530,717.65,143.01,15.91,62.25,21.41,0.62,0.0
20220613:1630,551.69,211.77,15.71,71.84,22.48,0.34,0.0
20220613:1730,316.09,332.83,13.68,72.54,22.53,0.55,0.0
20220613:1830,203.3,284.99,9.92,63.62,21.99,0.9,0.0
20220613:1930,200.07,236.07,8.13,51.26,20.33,1.03,0.0
20220613:2030,98.55,163.98,4.77,37.9,20.05,1.1,0.0
20220613:2130,37.21,86.44,2.23,24.19,19.08,0.62,0.0
20220613:2230,0.0,30.74,0.75,10.41,18.42,0.69,0.0
20220613:2330,0.0,0.0,0.0,-3.29,18.05,0.28,0.0
20220614:0030,0.0,0.0,0.0,0.0,17.36,0.14,0.0
20220614:0130,0.0,0.0,0.0,0.0,16.93,0.41,0.0
20220614:0230,0.0,0.0,0.0,0.0,16.89,0.41,0.0
20220614:0330,0.0,0.0,0.0,0.0,16.81,0.41,0.0
20220614:0430,0.0,0.0,0.0,0.0,16.53,0.34,0.0
20220614:0530,0.0,0.0,0.0,0.0,16.52,0.21,0.0
20220614:0630,0.0,0.0,0.0,0.0,16.14,0.07,0.0
20220614:0730,0.0,0.0,0.0,0.0,16.4,0.48,0.0
20220614:0830,0.0,0.0,0.0,0.0,16.28,0.41,0.0
20220614:0930,0.0,0.0,0.0,0.0,16.22,0.41,0.0
20220614:1030,0.0,0.0,0.0,-4.94,16.26,0.41,0.0
20220614:1130,0.0,13.13,0.32,8.74,16.07,0.28,0.0
20220614:1230,0.0,36.19,0.88,22.51,16.41,0.14,0.0
20220614:1330,72.47,100.0,3.08,36.22,16.7,0.21,0.0
20220614:1430,47.63,134.28,3.74,49.64,17.51,0.41,0.0
20220614:1530,44.44,175.95,4.78,62.18,17.68,0.62,0.0
20220614:1630,8.75,198.86,4.71,71.77,17.98,0.69,0.0
20220614:1730,56.02,196.72,5.6,72.51,18.21,0.69,0.0
20220614:1830,4.88,149.53,3.5,63.63,18.98,0.69,0.0
20220614:1930,56.5,251.37,6.5,51.29,18.13,0.55,0.0
20220614:2030,78.66,197.84,5.3,37.93,19.37,0.48,0.0
20220614:2130,99.6,147.9,3.93,24.24,18.73,0.55,0.0
20220614:2230,0.0,34.6,0.84,10.46,18.22,0.62,0.0
20220614:2330,0.0,0.0,0.0,-3.23,17.36,0.28,0.0
20220615:0030,0.0,0.0,0.0,0.0,16.67,0.07,0.0
20220615:0130,0.0,0.0,0.0,0.0,16.75,0.14,0.0
20220615:0230,0.0,0.0,0.0,0.0,16.49,0.07,0.0
20220615:0330,0.0,0.0,0.0,0.0,16.22,0.21,0.0
20220615:0430,0.0,0.0,0.0,0.0,15.97,0.21,0.0
20220615:0530,0.0,0.0,0.0,0.0,15.74,0.21,0.0
20220615:0630,0.0,0.0,0.0,0.0,15.41,0.21,0.0
20220615:0730,0.0,0.0,0.0,0.0,15.79,0.07,0.0
20220615:0830,0.0,0.0,0.0,0.0,15.6,0.21,0.0
20220615:0930,0.0,0.0,0.0,0.0,15.35,0.34,0.0
20220615:1030,0.0,0.0,0.0,-4.98,15.21,0.41,0.0
20220615:1130,0.0,36.27,0.89,8.69,15.0,0.48,0.0
20220615:1230,0.0,86.93,2.12,22.46,15.73,0.34,0.0
